paper,title,topic
399,CFHider: Protecting Control Flow Confidentiality with SGX,Software security
401,Malware Lineage in the Wild,Malware
401,Malware Lineage in the Wild,Software security
402,Scalable Byzantine Consensus via Hardware-assisted Secret Sharing,Distributed systems security
402,Scalable Byzantine Consensus via Hardware-assisted Secret Sharing,Protocols
403,Leaking through the Protection of Secure Containers on ARM Devices,Hardware and architecture security
403,Leaking through the Protection of Secure Containers on ARM Devices,Information flow
404,Your Culture is in Your Password: An Analysis of a Demographically-diverse Password Dataset,Authentication and authorization
404,Your Culture is in Your Password: An Analysis of a Demographically-diverse Password Dataset,User studies
405,Analyzing and Enhancing the Security of Ultrasonic Sensors in Automobiles,Cyber-physical systems (including IoT) security
405,Analyzing and Enhancing the Security of Ultrasonic Sensors in Automobiles,Hardware and architecture security
406,DDVM: Virtualization-based Device Driver Isolation Method for Macro-Kernel OS,Software security
407,PatternListener: Cracking Android Pattern Lock Using Acoustic Signals,Mobile security and privacy
408,PrivPy: Enabling Scalable and General Privacy-Preserving Distributed Computation,Privacy-preserving systems
409,Updatable Group Messaging Protocol for End-to-End Encryption on Enterprise Chat Systems,Network security
409,Updatable Group Messaging Protocol for End-to-End Encryption on Enterprise Chat Systems,Protocols
410,A Fast and Verified Software Stack for Secure Function Evaluation,Secure and verifiable computation
411,xJsnark: A Framework for Efficient Verifiable Computation,Applied cryptography
411,xJsnark: A Framework for Efficient Verifiable Computation,Secure and verifiable computation
412,Why Johnny Cannot Remember His Password: An Empirical Investigation,User studies
413,Listening Watch: Wearable Two-Factor Authentication using Speech Sounds Resistant to Near-Far Attacks,Authentication and authorization
413,Listening Watch: Wearable Two-Factor Authentication using Speech Sounds Resistant to Near-Far Attacks,Web security and privacy
414,Dissecting Privacy Risks in Biomedical Data,Anonymity
414,Dissecting Privacy Risks in Biomedical Data,Machine learning
414,Dissecting Privacy Risks in Biomedical Data,Privacy-preserving systems
415,Sultans of Swipe: Detecting Counterfeit Magnetic Stripe Cards Using Encoding Jitter,Authentication and authorization
415,Sultans of Swipe: Detecting Counterfeit Magnetic Stripe Cards Using Encoding Jitter,Hardware and architecture security
416,Enhancing User Verification and Privacy Protection in Outsourced Biometric Authentication,Applied cryptography
416,Enhancing User Verification and Privacy Protection in Outsourced Biometric Authentication,Authentication and authorization
416,Enhancing User Verification and Privacy Protection in Outsourced Biometric Authentication,Cyber-physical systems (including IoT) security
416,Enhancing User Verification and Privacy Protection in Outsourced Biometric Authentication,Privacy-preserving systems
416,Enhancing User Verification and Privacy Protection in Outsourced Biometric Authentication,Protocols
418,Find Me A Safe Zone: A Countermeasure for Channel State Information Based Attacks,Mobile security and privacy
419,Effective Phishing Education in Less than Five Minutes,Mobile security and privacy
419,Effective Phishing Education in Less than Five Minutes,Privacy-preserving systems
419,Effective Phishing Education in Less than Five Minutes,User studies
419,Effective Phishing Education in Less than Five Minutes,Web security and privacy
421,"With one it is easy, with many it gets complicated: Understanding channel security for groups",Applied cryptography
421,"With one it is easy, with many it gets complicated: Understanding channel security for groups",Distributed systems security
421,"With one it is easy, with many it gets complicated: Understanding channel security for groups",Network security
421,"With one it is easy, with many it gets complicated: Understanding channel security for groups",Protocols
422,"Angora: Efficient, Coverage-Directed Fuzzing",Software security
423,Obfuscation for the Masses? A Large Scale Investigation of ProGuard Use in Google Play,Mobile security and privacy
423,Obfuscation for the Masses? A Large Scale Investigation of ProGuard Use in Google Play,User studies
424,CATCHA: When Cats Breach Your Privacy,Web security and privacy
426,WACA: Wearable-Assisted Continuous Authentication,Authentication and authorization
427,Neural Network-based Graph Embedding for Cross-Platform Binary Code Similarity Detection,Machine learning
427,Neural Network-based Graph Embedding for Cross-Platform Binary Code Similarity Detection,Malware
428,Application and Analysis of Blockchain to the South African Social Security Agency (SASSA),Anonymity
428,Application and Analysis of Blockchain to the South African Social Security Agency (SASSA),Applied cryptography
428,Application and Analysis of Blockchain to the South African Social Security Agency (SASSA),Authentication and authorization
429,Tempest: Temporal Dynamics in Anonymity Systems,Anonymity
429,Tempest: Temporal Dynamics in Anonymity Systems,Distributed systems security
429,Tempest: Temporal Dynamics in Anonymity Systems,Mobile security and privacy
429,Tempest: Temporal Dynamics in Anonymity Systems,Privacy-preserving systems
429,Tempest: Temporal Dynamics in Anonymity Systems,Protocols
430,Steganalysis of VoIP Streams Using Recurrent Neural Network,Forensics
430,Steganalysis of VoIP Streams Using Recurrent Neural Network,Network security
431,Forward Secure Order-Revealing Encryption against File-Injection Attack,Cloud security
431,Forward Secure Order-Revealing Encryption against File-Injection Attack,Privacy-preserving systems
432,Be Selfish and Avoid Dilemmas: Fork After Withholding (FAW) Attacks on Bitcoin,Distributed systems security
433,Location Privacy in Hashtag-based Social Networks,Machine learning
433,Location Privacy in Hashtag-based Social Networks,Mobile security and privacy
433,Location Privacy in Hashtag-based Social Networks,Privacy-preserving systems
434,Towards Proactive Auditing of Cascading Vulnerabilities across Inter-Cloud Replications,Cloud security
434,Towards Proactive Auditing of Cascading Vulnerabilities across Inter-Cloud Replications,Privacy-preserving systems
435,Encrypted Database Joins with Fine Granular Security,Applied cryptography
435,Encrypted Database Joins with Fine Granular Security,Cloud security
436,Preventing (Network) Time Travel with Chronos,Network security
437,Trojan of Things: Embedding Malicious NFC Tags into Common Objects,Cyber-physical systems (including IoT) security
437,Trojan of Things: Embedding Malicious NFC Tags into Common Objects,Hardware and architecture security
438,Sub-Session Hijacking Attacks on the Web: Root Causes and Automated Protection,Distributed systems security
438,Sub-Session Hijacking Attacks on the Web: Root Causes and Automated Protection,Web security and privacy
439,A Subliminal Channel in EdDSA,Applied cryptography
439,A Subliminal Channel in EdDSA,Authentication and authorization
439,A Subliminal Channel in EdDSA,Censorship-resistance
439,A Subliminal Channel in EdDSA,Cyber-physical systems (including IoT) security
439,A Subliminal Channel in EdDSA,Network security
439,A Subliminal Channel in EdDSA,Protocols
441,EffectiveSan: Type Confusion and Memory Error Detection using Dynamically Typed C/C++,Language-based security
441,EffectiveSan: Type Confusion and Memory Error Detection using Dynamically Typed C/C++,Software security
442,Hiding Data Deception in Differential-Privacy Noise: Attacks and Countermeasures,Applied cryptography
442,Hiding Data Deception in Differential-Privacy Noise: Attacks and Countermeasures,Cyber-physical systems (including IoT) security
442,Hiding Data Deception in Differential-Privacy Noise: Attacks and Countermeasures,Intrusion detection
442,Hiding Data Deception in Differential-Privacy Noise: Attacks and Countermeasures,Machine learning
442,Hiding Data Deception in Differential-Privacy Noise: Attacks and Countermeasures,Privacy-preserving systems
442,Hiding Data Deception in Differential-Privacy Noise: Attacks and Countermeasures,Privacy policies
443,"Secure Three-party Arithmetic Computation Capable of Over 60,000 Times Biometric Authentications in a Second",Applied cryptography
443,"Secure Three-party Arithmetic Computation Capable of Over 60,000 Times Biometric Authentications in a Second",Authentication and authorization
443,"Secure Three-party Arithmetic Computation Capable of Over 60,000 Times Biometric Authentications in a Second",Mobile security and privacy
443,"Secure Three-party Arithmetic Computation Capable of Over 60,000 Times Biometric Authentications in a Second",Secure and verifiable computation
444,"Tortoise and Hares Consensus: the Meshcash Framework for Incentive-Compatible, Scalable Cryptocurrencies",Applied cryptography
444,"Tortoise and Hares Consensus: the Meshcash Framework for Incentive-Compatible, Scalable Cryptocurrencies",Distributed systems security
444,"Tortoise and Hares Consensus: the Meshcash Framework for Incentive-Compatible, Scalable Cryptocurrencies",Protocols
445,Directed Greybox Fuzzing,Software security
447,Face Flashing: a Secure Liveness Detection Protocol based on Light Reflections,Authentication and authorization
448,What You Corrupt Is Not What You Crash: Challenges in Fuzzing Embedded Devices,Cyber-physical systems (including IoT) security
448,What You Corrupt Is Not What You Crash: Challenges in Fuzzing Embedded Devices,Software security
451,Unleashing the Walking Dead: Understanding Cross-App Remote Infections on Mobile WebViews,Mobile security and privacy
